id,groudTruthContext,retrievedContext,questionId,question,answer
773,"For the US government, they've just credited Person B with a Million USD and haven't gained anything (afterall, those digits are intangible and don't really have a value, IMO). Two flaws in this reasoning: The US government didn't do anything. The receiving bank credited the recipient. If the digits are intangible, such that they haven't gained anything, they haven't lost anything either. In practice, the role of governments in the transfer is purely supervisory. The sending bank debits the sender's account and the receiving bank credits the recipient's account. Every intermediary makes some money on this transaction because the cost to the sender exceeds the credit to the recipient. The sending bank typically receives a credit to their account at a correspondent bank. The receiving bank typically receives a debit from their account at a correspondent bank. If a bank sends lots of money, eventually its account at its correspondent will run dry. If a bank receives lots of money, eventually its account at its correspondent will have too much money. This is resolved with domestic payments, sometimes handled by governmental or quasi-governmental agencies. In the US, banks have an account with the federal reserve and adjust balances there. The international component is handled by the correspondent bank(s). They also internally will credit and debit. If they get an imbalance between two currencies they can't easily correct, they will have to sell one currency to buy the other. Fortunately, worldwide currency exchange is extremely efficient.","Typically tax treaties will cover double taxation (taxes paid in one jurisdiction are deducted in the other jurisdiction so there is no double tax). You'll need an accountant and attorney with experience in international business setups to confirm and determine which jurisdiction gets first priority of tax payment.  In short, this is the wrong place to get a good answer. Talk to (and pay for) professionals to get you properly set up.","6358    4197
Name: query-id, dtype: int64",Query regarding international transaction between governments,
800,"""A warrant is similar to a call option (the right to buy stock at a certain price), with the difference that warrants are filled by the issuing company with new shares, diluting the existing shareholders' ownership. The language is a bit confusing, but how I interpret it is: So your 9,000 shares will get you 3,000 shares and 3,000 warrants (the right to buy shares at a maximum price of 0.27 between April 2, 2018 and April 30, 2018.   I think the phrase """"The subscription price is SEK 0.27 per Unit"""" means that you can buy each unit for 0.27 SKE (which gets you one share and one option to buy another share.""","""A warrant is similar to a call option (the right to buy stock at a certain price), with the difference that warrants are filled by the issuing company with new shares, diluting the existing shareholders' ownership. The language is a bit confusing, but how I interpret it is: So your 9,000 shares will get you 3,000 shares and 3,000 warrants (the right to buy shares at a maximum price of 0.27 between April 2, 2018 and April 30, 2018.   I think the phrase """"The subscription price is SEK 0.27 per Unit"""" means that you can buy each unit for 0.27 SKE (which gets you one share and one option to buy another share.""","13426    10214
Name: query-id, dtype: int64",Warrant shares/UNIT,
802,"It probably doesn't matter since your credit and your checking are at the same institution, but I don't like to let my credit auto draft my checking.  I always do it the other way around (and keep them at different places) I feel like there is more control when my money is gone that way.","If you carried a balance from the last month, then pay the card off as soon as possible. Otherwise I agree with @mbhunter that you should wait until close to time for the bill to become due. Then always pay the credit card off in full and you will borrowing Chase's money interest free for up to 30 days.","9307    6179
Name: query-id, dtype: int64",Should I pay off my credit card online immediately or wait for the bill?,
879,"Since you are only 16, you still have time to mature what you will do with your life, always keep your mind opend. If you are really passionated about investement : read 1 book every week about investement, read the website investopedia, financial time, know about macro economic be good a math in school, learning coding and infrastructure can also be interesting since the stock is on server. learn about the history, you can watch on yoube shows about the history of money. learn accounting, the basic at least open a  broker simulating account online ( you will play with a fake wallet but on real value) for 6 month, and after open a broker account with 100 real dollards and plays the penny stocks ( stock under 3 USD a share). after doing all this for 1 year you should know if you want to spend your life doing this and can choose universtity and intership accordingly. You can look on linkedin the profile of investement banker to know what school they attended. Best of luck for your future.","Apply for a job/internship to get a first impression of what it means to work in investment banking. Go to a tier one business school and try to get an CFA. Most importantly: work, work, work... Get practical experience as much as possible.","2251    2103
Name: query-id, dtype: int64",How to become an investment banker?,
984,"That is your bill because the services were performed for you.   You still can negotiate with the doctor however.  Suggest that while you aren't willing to pay the full share, you will pay the negotiated amount he would have actually gotten from the insurance company (or some fraction thereof).  Doc did make a mistake, but you are very much liable for it.","That is your bill because the services were performed for you.   You still can negotiate with the doctor however.  Suggest that while you aren't willing to pay the full share, you will pay the negotiated amount he would have actually gotten from the insurance company (or some fraction thereof).  Doc did make a mistake, but you are very much liable for it.","8800    5850
Name: query-id, dtype: int64","The doctor didn't charge the health insurance in time, am I liable?",
1001,"""Not necessarily.  The abbreviation """"ESOP"""" is ambiguous.  There are at least 8 variations I know of: You'll find references on Google to each of those, some more than others.  For fun you can even substitute the word """"Executive"""" for """"Employee"""" and I'm sure you'll find more.  Really. So you may be mistaken about the """"O"""" referring to """"options"""" and thereby implying it must be about options.  Or, you may be right.  If you participate in such a plan (or program) then check the documentation and then you'll know what it stands for, and how it works.  That being said: companies can have either kind of incentive plan: one that issues stock, or one that issues options, with the intent to eventually issue stock in exchange for the option exercise price. When options are issued, they usually do have an expiration date by which you need to exercise if you want to buy the shares. There may be other conditions attached. For instance, whether the plan is about stocks or options, often there is a vesting schedule that determines when you become eligible to buy or exercise. When you buy the shares, they may be registered directly in your name (you might get a fancy certificate), or they may be deposited in an account in your name. If the company is small and private, the former may be the case, and if public, the latter may be the case. Details vary. Check the plan's documentation and/or with its administrators.""","""Not necessarily.  The abbreviation """"ESOP"""" is ambiguous.  There are at least 8 variations I know of: You'll find references on Google to each of those, some more than others.  For fun you can even substitute the word """"Executive"""" for """"Employee"""" and I'm sure you'll find more.  Really. So you may be mistaken about the """"O"""" referring to """"options"""" and thereby implying it must be about options.  Or, you may be right.  If you participate in such a plan (or program) then check the documentation and then you'll know what it stands for, and how it works.  That being said: companies can have either kind of incentive plan: one that issues stock, or one that issues options, with the intent to eventually issue stock in exchange for the option exercise price. When options are issued, they usually do have an expiration date by which you need to exercise if you want to buy the shares. There may be other conditions attached. For instance, whether the plan is about stocks or options, often there is a vesting schedule that determines when you become eligible to buy or exercise. When you buy the shares, they may be registered directly in your name (you might get a fancy certificate), or they may be deposited in an account in your name. If the company is small and private, the former may be the case, and if public, the latter may be the case. Details vary. Check the plan's documentation and/or with its administrators.""","12436    8933
Name: query-id, dtype: int64",Would an ESOP issue physical shares or stock options (call options) to participating employees?,
1011,"""You will be filing the exact same form you've been filing until now (I hope...) which is called form 1040. Attached to it, you'll add a """"Schedule C"""" form and """"Schedule SE"""" form. Keep in mind the potential effect of the tax and totalization treaties the US has with the UK which may affect your filings. I suggest you talk to a licensed EA/CPA who works with expats in the UK and is familiar with all the issues. There are several prominent offices you can find by Googling.""","Short answer: it's complicated. The UK govt pages on foreign income are probably your best starting point: http://www.direct.gov.uk/en/MoneyTaxAndBenefits/Taxes/LeavingOrComingIntoTheUK/DG_10027480 As you can see, it depends on your precise residence status here.  (There is a tax treaty between the UK and the US so you wouldn't be double taxed on the income either way. But there might still be reporting obligations).","9885    6564
Name: query-id, dtype: int64",What taxes does a US citizen doing freelance work (self-employed) in the UK have to pay to the US government?,
1034,"""What you are describing is a very specific case of the more general principle of how dividend payments work. Broadly speaking, if you own common shares in a corporation, you are a part owner of that corporation; you have the right to a % of all of that corporation's assets. The value in having that right is ultimately because the corporation will pay you dividends while it operates, and perhaps a final dividend when it liquidates at the end of its life. This is why your shares have value - because they give you ownership of the business itself. Now, assume you own 1k shares in a company with 100M shares, worth a total of $5B. You own 0.001% of the company, and each of your shares is worth $50; the total value of all your shares is $50k. Assume further that the value of the company includes $1B in cash. If the company pays out a dividend of $1B, it will now be only worth $4B. Your shares have just gone down in value by 20%! But, you have a right to 0.001% of the dividend, which equals a $10k cash payment to you. Your personal holdings are now $40k worth of shares, plus $10k in cash. Except for taxes, financial theory states that whether a corporation pays a dividend or not should not impact the value to the individual shareholder.  The difference between a regular corporation and a mutual fund, is that the mutual fund is actually a pool of various investments, and it reports a breakdown of that pool to you in a different way. If you own shares directly in a corporation, the dividends you receive are called 'dividends', even if you bought them 1 minute before the ex-dividend date. But a payment from a mutual fund can be divided between, for example, a flow through of dividends, interest, or a return of capital. If you 'looked inside' your mutual fund you when you bought it, you would see that 40% of its value comes from stock A, 20% comes from stock B, etc etc., including maybe 1% of the value coming from a pile of cash the fund owns at the time you bought your units.  In theory the mutual fund could set aside the cash it holds for current owners only, but then it would need to track everyone's cash-ownership on an individual basis, and there would be thousands of different 'unit classes' based on timing. For simplicity, the mutual fund just says """"yes, when you bought $50k in units, we were 1/3 of the year towards paying out a $10k dividend. So of that $10k dividend, $3,333k of it is assumed to have been cash at the time you bought your shares. Instead of being an actual 'dividend', it is simply a return of capital.""""  By doing this, the mutual fund is able to pay you your owed dividend [otherwise you would still have the same number of units but no cash, meaning you would lose overall value], without forcing you to be taxed on that payment. If the mutual fund didn't do this separate reporting, you would have paid $50k to buy $46,667k of shares and $3,333k of cash, and then you would have paid tax on that cash when it was returned to you. Note that this does not """"falsely exaggerate the investment return"""", because a return of capital is not earnings; that's why it is reported separately.  Note that a 'close-ended fund' is not a mutual fund, it is actually a single corporation. You own units in a mutual fund, giving you the rights to a proportion of all the fund's various investments. You own shares in a close-ended fund, just as you would own shares in any other corporation. The mutual fund passes along the interest, dividends, etc. from its investments on to you; the close-ended fund may pay dividends directly to its shareholders, based on its own internal dividend policy.""","Do all/most unit trusts have equalisation policy? It is really that some value of the fund is given to the investor, so the fund value goes down by that much per unit. It depends on the type of mutual funds. For example, there are growth type mutual funds that do not give any dividend and the total value of the fund is reflected in its price. Do the companies whose stocks we owned directly apply equalisation policy on their dividends as well? Why not? As far a stock price is concerned, it usually decrease by the same amount of the dividend payout at ex-date, so in effect, the market in a way does the equalization, the company directly does not do it.","14068    11008
Name: query-id, dtype: int64",Fund equalisation / dividend,
1066,"""There's nothing you can do. If he has indeed deposited the check, it would appear on your account fairly quickly - I've never seen it taking more than 2-3 business days. However, a check is a debt instrument, and you cannot close the account until it clears, or until the """"unclaimed property"""" laws of your state kick in. If he claims that he deposited the check, ask it in writing and have your bank (or the bank where it was deposited) investigate why it takes so long to clear. If he's not willing to give it to you in writing - he's likely not deposited it. Whatever the reason may be, even just to cause you nuisance. Lesson learned. Next time - cashier's check with a signed receipt. Re closing the LLC: if you're the only two partners - you can just withdraw yourself from the LLC, take out your share, and drop it on him leaving him the only partner. Check with your local attorney for details.""","You mentioned depositing the check and then sending a personal check. Be sure to account for time, since any deposit over $10,000 the money will be made available in increments, so it may take 10-14 days to get the full amount in your account before you could send a personal check. I would not recommend this option regardless, but if you do, just a heads up.","1678    1661
Name: query-id, dtype: int64",How Long Can It Take For a Check I Write to Clear on My Account?,
1103,"Investing only in one industry may be problematic as it is highly correlated. There are factor outside your (or anyones) knowledge which may affect all the industry: If you are familiar with the industry it may happen that you work in that (ignore rest of paragraph if this is not the case). In such case you are likely to have problems at work (frozen salary, no bonus, position terminated) and you need to liquidate the investments at that point (see many advice regarding ESPP). Depending on your field you may have some inside knowledge so even if you would took a position without it you may need to somehow prove it. On the other hand diversifying the investment might reduce the volatility of investment. Rise in oil will cause problems for air industry but will be a boom for oil industry etc. In this way you smooth the grow of the investments. Investing part of portfolio into specific industry may make more sense. It still possibly worth to avoid it at the beginning investor may have trouble to beat the market (for example according to behavioural economics you are exposed to various biases, or if markets are efficient then prices most likely already take into account any information you may have). (I'm still new to all this so it's mostly based on what I read rather then any personal experience. Also a standard disclaimer that this is not an investment, or any other, advice and I'm not licensed financial advisor in any jurisdiction)","""One way to start with stocks is by playing the fake stock market.  Investigate what trading fees would be with a broker, then """"invest"""" a certain amount of money - note it on paper or in a spreadsheet.  Follow your stocks, make decisions on selling and buying, and see where you would be after a year or so.  That way you can get an idea, even if not exactly precise, on what your returns would be if you really invested the money.""","12744    9327
Name: query-id, dtype: int64",Getting started in stock with one special field of activity,
1145,"When I was in that boat a few years ago, I went for the car first.  My thoughts: If I get the car first, I'm guaranteed to have a car that runs well.  That makes it more convenient to commute to any job, or for social functions.  I ended up dropping about $20k into a car (paid cash, I don't like being in debt).  I chose to buy a really nice car, knowing it will last for many years to come - I'm expecting to not replace it for about 10 years from the purchase.  I would urge you to consider paying in full for the car; dumping $20k+ is a lot, and there are plenty of nice cars out there in the $10-20k range that will work just fine for years to come.  One benefit of paying in full is that you don't have a portion of your income tied into the car loan. The main reason I chose not to go for the house first had more to do with the difference in commitment.  A home mortgage is a 30-year commitment on a large chunk of your income.  With the job market and housing markets both currently working against you, it's better to wait until you have a large safety net to fall into. For example, it's always recommended to have several months worth of living expenses in savings.  Compared to renting, having 6 or more months of mortgage payments + utilities + insurance + property taxes + other mandatory expenses (see: food, gas) comes out to a significant amount more that you should have saved (for me, I'm looking at a minimum of about $20k in savings just to feel comfortable; YMMV).  Also, owning a house always has more maintenance costs than you will predict.  Even if it's just replacing a few light bulbs at first, eventually you'll need something major: an appliance will die, your roof will spring a leak, anything (I had both of those happen in the first year, though it could be bad luck).  You should make sure that you can afford the increased monthly payments while still well under your income. Once you're locked in to the house, you can still set aside a smaller chunk of your income for a new car 5-10 years down the road.  But if you're current car is getting down to it's last legs, you should get that fixed up before you lock yourself in to an uncomfortable situation. Don't be in too much of a hurry to buy a house.  The housing market still has a ways to go before it recovers, and there's not a whole lot to help it along.  Interest rates may go up, but that will only hurt the housing market, so I don't expect it to change too much for the next several months.  With a little bit of sanity, we won't have another outrageous housing bubble for many years, so houses should remain somewhat affordable (interest rates may vary).  Also keep in mind that if you pay less that 20% down on the house, you may end up with some form of mortgage interest, which is just extra interest you'll owe each month.","It depends on the terms. Student loans are often very low interest loans which allow you to spread your costs of education over a long time without incurring too much interest. They are often government subsidized.  On the other hand, you often get better mortgage rates if you can bring a down payment for the house. Therefore, it might be more beneficial for you to use money for a down payment than paying off the student load.","7151    4623
Name: query-id, dtype: int64",Recent college grad. Down payment on a house or car?,
