id,groudTruthContext,retrievedContext,questionId,question,answer
1472,"""From what I've heard in the past, debt can be differentiated between secured debt and unsecured debt.   Secured debt is a debt for which something stands good such as a mortgage on your house.  You have a debt, but that debt is covered by the value of an asset and if you needed to free yourself of the debt, then you could by selling that asset.   This is what is known as """"good"""" debt.   Unsecured debt is debt that is incurred where the only thing that is available to pay it back is your income.  An example of this is credit card debt where you purchase something that couldn't be sold again to pay off the debt.   This is know as """"bad"""" debt. You have to be careful about thinking that house debt is always """"good"""" debt because the house stands good for it though.  The problem with that is that the house could go down in value and then suddenly your """"good"""" debt is """"bad"""" debt (or no longer secured).  Cars are very risky this way because they go down in value.  It is really easy to get a car loan where before long you are upside down.    This is the problem with the term """"good"""" debt. The label makes it sound like it is a good idea to have that debt, and the risk associated with having the debt is trivialized and allows yourself to feel good about your financial plan.  Perhaps this is why so many houses are in foreclosure right now, people believed the """"good"""" debt myth and thought that it was ok to borrow MORE than the home was worth to get into a house.  Thus they turned a secured debt into an unsecured debt and put their residence at risk by levels of debt they couldn't afford. Other advice I've heard and tend to agree with, is that you should only borrow for a house, an education and maybe a car (danger on that last one), being careful to buy a modest house, car etc that is well within your means to repay.   So if you do have to borrow for a car, go for basic transportation instead of the $40,000 BMW.  Keep you house payment less than 1/4th of your take home pay. Pay off the school loans as quickly as possible. Regardless of the label, """"good"""" """"bad"""" """"unsecured"""" """"secured"""", I think that less debt is better than more debt.   There is definitely such a thing as too much """"good"""" debt!""","""What you are describing is a very specific case of the more general principle of how dividend payments work. Broadly speaking, if you own common shares in a corporation, you are a part owner of that corporation; you have the right to a % of all of that corporation's assets. The value in having that right is ultimately because the corporation will pay you dividends while it operates, and perhaps a final dividend when it liquidates at the end of its life. This is why your shares have value - because they give you ownership of the business itself. Now, assume you own 1k shares in a company with 100M shares, worth a total of $5B. You own 0.001% of the company, and each of your shares is worth $50; the total value of all your shares is $50k. Assume further that the value of the company includes $1B in cash. If the company pays out a dividend of $1B, it will now be only worth $4B. Your shares have just gone down in value by 20%! But, you have a right to 0.001% of the dividend, which equals a $10k cash payment to you. Your personal holdings are now $40k worth of shares, plus $10k in cash. Except for taxes, financial theory states that whether a corporation pays a dividend or not should not impact the value to the individual shareholder.  The difference between a regular corporation and a mutual fund, is that the mutual fund is actually a pool of various investments, and it reports a breakdown of that pool to you in a different way. If you own shares directly in a corporation, the dividends you receive are called 'dividends', even if you bought them 1 minute before the ex-dividend date. But a payment from a mutual fund can be divided between, for example, a flow through of dividends, interest, or a return of capital. If you 'looked inside' your mutual fund you when you bought it, you would see that 40% of its value comes from stock A, 20% comes from stock B, etc etc., including maybe 1% of the value coming from a pile of cash the fund owns at the time you bought your units.  In theory the mutual fund could set aside the cash it holds for current owners only, but then it would need to track everyone's cash-ownership on an individual basis, and there would be thousands of different 'unit classes' based on timing. For simplicity, the mutual fund just says """"yes, when you bought $50k in units, we were 1/3 of the year towards paying out a $10k dividend. So of that $10k dividend, $3,333k of it is assumed to have been cash at the time you bought your shares. Instead of being an actual 'dividend', it is simply a return of capital.""""  By doing this, the mutual fund is able to pay you your owed dividend [otherwise you would still have the same number of units but no cash, meaning you would lose overall value], without forcing you to be taxed on that payment. If the mutual fund didn't do this separate reporting, you would have paid $50k to buy $46,667k of shares and $3,333k of cash, and then you would have paid tax on that cash when it was returned to you. Note that this does not """"falsely exaggerate the investment return"""", because a return of capital is not earnings; that's why it is reported separately.  Note that a 'close-ended fund' is not a mutual fund, it is actually a single corporation. You own units in a mutual fund, giving you the rights to a proportion of all the fund's various investments. You own shares in a close-ended fund, just as you would own shares in any other corporation. The mutual fund passes along the interest, dividends, etc. from its investments on to you; the close-ended fund may pay dividends directly to its shareholders, based on its own internal dividend policy.""","4917    3487
Name: query-id, dtype: int64",What is the difference between “good debt” vs. “bad debt”?,
1519,"""Not knowing anything about your situation or what makes it so complex, I would have to agree with the other commenters.  If your accountant screws up your business goes under, but at least your personal finances are safe from that and you'll recover (unless all your wealth is tied up in your business).  If your virtual assistant uses your personal information to take all your money, ruin your credit, or any number of other things, you're going to spend a loooong time trying to get things """"back to normal"""". If the few hours per month spent managing your finances is starting to add up, I might suggest looking into other ways to automate and manage them.  For instance, are all of your bills (or as many as you can) e-bills that can be issued electronically to your bank?  Have you set up online bill pay with your bank, so that you can automatically pay all the bills when they arrive?  Have you tried using any number of online services (Mint, Thrive, your bank's """"virtual wallet/portfolio"""") to help with budget, expense tracking, etc.? Again, I don't know your exact situation, but hopefully some of these suggestions help.  Once I started automating my savings and a lot of my bill paying, it gave me a lot of peace of mind.""","""Not knowing anything about your situation or what makes it so complex, I would have to agree with the other commenters.  If your accountant screws up your business goes under, but at least your personal finances are safe from that and you'll recover (unless all your wealth is tied up in your business).  If your virtual assistant uses your personal information to take all your money, ruin your credit, or any number of other things, you're going to spend a loooong time trying to get things """"back to normal"""". If the few hours per month spent managing your finances is starting to add up, I might suggest looking into other ways to automate and manage them.  For instance, are all of your bills (or as many as you can) e-bills that can be issued electronically to your bank?  Have you set up online bill pay with your bank, so that you can automatically pay all the bills when they arrive?  Have you tried using any number of online services (Mint, Thrive, your bank's """"virtual wallet/portfolio"""") to help with budget, expense tracking, etc.? Again, I don't know your exact situation, but hopefully some of these suggestions help.  Once I started automating my savings and a lot of my bill paying, it gave me a lot of peace of mind.""","2640    2319
Name: query-id, dtype: int64",Pros and cons of using a personal assistant service to manage your personal finances?,
1531,"""In the strictest sense of the words, Freehold and leasehold mean what you think they do. Freehold is that you own it outright and leasehold is a rental situation. That being said, there are scenarios like what Peter K. mentioned in his comment, where you're purchasing the building and business outright, but the land it sits on is actually being leased from a separate land-owner.  You may also be seeing the business itself being offered as freehold or leasehold. In this case, you may be purchasing the business of the pub from a pub company, but the building the pub resides in is leased from a property owner. The """"pub"""" would be the business plan, decor, alcohol partnerships, etc. but not the physical structure in which it resides.  You should really look into hiring an Estate Agent to help you find what you're looking for. They will be able to assist in narrowing down your list, and may know of opportunities you're not seeing in ads.""","""In the strictest sense of the words, Freehold and leasehold mean what you think they do. Freehold is that you own it outright and leasehold is a rental situation. That being said, there are scenarios like what Peter K. mentioned in his comment, where you're purchasing the building and business outright, but the land it sits on is actually being leased from a separate land-owner.  You may also be seeing the business itself being offered as freehold or leasehold. In this case, you may be purchasing the business of the pub from a pub company, but the building the pub resides in is leased from a property owner. The """"pub"""" would be the business plan, decor, alcohol partnerships, etc. but not the physical structure in which it resides.  You should really look into hiring an Estate Agent to help you find what you're looking for. They will be able to assist in narrowing down your list, and may know of opportunities you're not seeing in ads.""","1751    1711
Name: query-id, dtype: int64",Freehold and Leasehold for Pub/Bar?,
1565,"Yes, it's a risk. To put it in perspective, If we look at the data for S&P returns since 1871, we get a CAGR of 10.72%. But, that comes with a SDev (Standard deviation) of 18.67%. This results in 53 of the 146 years returning less than 4%.  Now if we repeat the exercise over rolling 8 year periods, the CAGR drops to 9.22%, but the SDev drops to 5.74%. This results in just 31 of the 139 periods returning less than 4%. On the flip side, 26 periods had an 8 year return of over 15% CAGR.  From the anti-DS article you linked, I see that you like a good analogy. For me, the returns of the S&P over the long term are like going to Vegas, and finding that after you run the math of their craps (dice rolling game) you find the expected return is 10%. You can still lose on a given roll. But over a series of a larger number of rolls, you're far ahead.  To D Stanley - I agree that returns are not quite normal, but they are not so far off. Of the 139 rolling returns, we'd expect about 68% or 95 results to be 1 SDev away. We get 88 returns +/-1SDev. 2 SDevs? We'd expect only 5% to lie outside this range, and in fact, I only get one result on the low side and 4 on the high side, 5 results vs the 7 total we'd expect. The results are a bit better (more profitable) than the Normal Bell Curve fit would suggest.","If the check is written as a check to BigCo, it is less clear how Jack can compensate himself for the equity sale. It is as if the equity was owned by the corporation, not by Jack. This is correct.  If the check is written to BigCo, then it is BigCo issuing new shares.  Jack doesn't compensate himself for the equity sale, as he didn't sell anything.  The company traded shares for money which it uses for expansion.  In the long term, the capital gain from expansion may exceed the value of a $200,000 no-interest loan to the company.   If the value of the company before investing $250,000 is $1 million, then the value after investing is $1.25 million.  So $250,000 is 20% of the value of the company.  BigCo should not give the buyer 25% of BigCo but only 20% in that example.  If it does give 25%, the buyer is getting a $312,500 stake for only $250,000.   With the other example, Jack sells 25% of the company for $250,000 from his personal shares.  This doesn't change the assessed value of the company, just Jack's stake.  Jack then loans the company $200,000.  This also doesn't change the assessed value of the company (at least in theory).  It gains $200,000 but has an offsetting debt of $200,000.  In net, that's no change.  Assets and liabilities balance the same.   So if you know that the assessed value of the company is $1 million and that the buyer is paying $250,000 for a 25% stake at that same valuation, then you know that the check is being written to Jack.  If the check is written to BigCo, then one or more of those numbers is incorrect.   The buyer could be getting a 20% stake.  The new value of the company after the investment is $1.25 million.   Or paying $333,333.33.  The new value of the company after the investment is $1,333,333.33.   Or BigCo could only be worth $750,000 before the investment.  The new value of the company after the investment is $1 million.   Or Jack is getting screwed, selling $312,500 in stock (25%) for only $250,000.  Jack's shares drop from being worth $1 million to only $937,500.  The value of the company is $1.25 million.   Or some combination of smaller changes that balances.","9339    6195
Name: query-id, dtype: int64",Should I use put extra money toward paying off my student loans or investing in an index fund?,
1577,"If I buy VUSA from one exchange, can I sell it in a different exchange, assuming my brokerage account lets me trade in both exchanges? Or is it somehow tied to the exchange I bought it from? This doesn't happen for all securities and between all stock exchanges. So that is dependent on broker and country. I checked for VUSA with Selftrade. They categorically refused allowing me to trade in VUSA in different exchanges. I can only buy and sell in same currency only, albeit sell(buy) in the same exchange where I buy(sell) from. Should be the same behaviour for all brokers for us mere mortals, if you are a bank or a millionaire than that might be a different question.  The VUSA you quote is quoted in GBP in LSE and in EUR in AEX, and the ETF has been created by an Irish entity and has an Irish ISIN.  As Chris mentioned below, happens between US and Canadian exchanges, but not sure it happens across all exchanges. You cannot deal in inter-listed stocks in LSE and NYSE. Since it's the same asset, its value should not vary across exchanges once you compensate for exchange rates, right? Yes, else it opens up itself for arbitrage (profit without any risk) which everybody wants. So even if any such instance occurs, either people will exploit it to make the arbitrage profit zero (security reflects the equilibrium price) or the profit from such transaction is so less, compared with the effort involved, that people will tend to ignore it. Anyways arbitrage profit is very difficult to garner nowadays, considering the super computers at work in the market who exploit these discrepancies, the moment they see them and bring the security right to the zero arbitrage profit point. If there's no currency risk because of #2, what other factors should I consider when choosing an exchange to trade in? Liquidity? Something else? Time difference, by the time you wake up to trade in Japan, the Japanese markets would have closed. Tax implications across multiple continents. Law of the land, providing protection to investors. Finding a broker dealing in markets you want to explore or dealing with multiple brokers. Regulatory headaches.","If I buy VUSA from one exchange, can I sell it in a different exchange, assuming my brokerage account lets me trade in both exchanges? Or is it somehow tied to the exchange I bought it from? This doesn't happen for all securities and between all stock exchanges. So that is dependent on broker and country. I checked for VUSA with Selftrade. They categorically refused allowing me to trade in VUSA in different exchanges. I can only buy and sell in same currency only, albeit sell(buy) in the same exchange where I buy(sell) from. Should be the same behaviour for all brokers for us mere mortals, if you are a bank or a millionaire than that might be a different question.  The VUSA you quote is quoted in GBP in LSE and in EUR in AEX, and the ETF has been created by an Irish entity and has an Irish ISIN.  As Chris mentioned below, happens between US and Canadian exchanges, but not sure it happens across all exchanges. You cannot deal in inter-listed stocks in LSE and NYSE. Since it's the same asset, its value should not vary across exchanges once you compensate for exchange rates, right? Yes, else it opens up itself for arbitrage (profit without any risk) which everybody wants. So even if any such instance occurs, either people will exploit it to make the arbitrage profit zero (security reflects the equilibrium price) or the profit from such transaction is so less, compared with the effort involved, that people will tend to ignore it. Anyways arbitrage profit is very difficult to garner nowadays, considering the super computers at work in the market who exploit these discrepancies, the moment they see them and bring the security right to the zero arbitrage profit point. If there's no currency risk because of #2, what other factors should I consider when choosing an exchange to trade in? Liquidity? Something else? Time difference, by the time you wake up to trade in Japan, the Japanese markets would have closed. Tax implications across multiple continents. Law of the land, providing protection to investors. Finding a broker dealing in markets you want to explore or dealing with multiple brokers. Regulatory headaches.","14036    10956
Name: query-id, dtype: int64",How does it work when the same ETF is listed on several stock exchanges?,
1642,"""During Graham's career, gold and currency were the same thing because of the gold standard. Graham did not advise investing in currencies, only in bonds and stocks, the latter only for intelligent speculation. Graham died a couple of years after Nixon closed the gold window, ending the gold standard.  Gold may be thought of as a currency even today, as endowments and other investors use it as a store of value or for diversification of risks. However, currency or commodities investing does not seem Graham-like. How could you reliably estimate intrinsic value of a currency or commodity, so that you can have a Graham-like margin of safety after subtracting the intrinsic value from the market value?  Saying that gold is """"clearly underpriced in today's market"""" is just hand-waving. A Graham analysis such as """"net net"""" (valuing stocks by their current tangible assets net of all liabilities) is a quantitative analysis of accounting numbers audited by CPAs and offers a true margin of safety.""","If I buy VUSA from one exchange, can I sell it in a different exchange, assuming my brokerage account lets me trade in both exchanges? Or is it somehow tied to the exchange I bought it from? This doesn't happen for all securities and between all stock exchanges. So that is dependent on broker and country. I checked for VUSA with Selftrade. They categorically refused allowing me to trade in VUSA in different exchanges. I can only buy and sell in same currency only, albeit sell(buy) in the same exchange where I buy(sell) from. Should be the same behaviour for all brokers for us mere mortals, if you are a bank or a millionaire than that might be a different question.  The VUSA you quote is quoted in GBP in LSE and in EUR in AEX, and the ETF has been created by an Irish entity and has an Irish ISIN.  As Chris mentioned below, happens between US and Canadian exchanges, but not sure it happens across all exchanges. You cannot deal in inter-listed stocks in LSE and NYSE. Since it's the same asset, its value should not vary across exchanges once you compensate for exchange rates, right? Yes, else it opens up itself for arbitrage (profit without any risk) which everybody wants. So even if any such instance occurs, either people will exploit it to make the arbitrage profit zero (security reflects the equilibrium price) or the profit from such transaction is so less, compared with the effort involved, that people will tend to ignore it. Anyways arbitrage profit is very difficult to garner nowadays, considering the super computers at work in the market who exploit these discrepancies, the moment they see them and bring the security right to the zero arbitrage profit point. If there's no currency risk because of #2, what other factors should I consider when choosing an exchange to trade in? Liquidity? Something else? Time difference, by the time you wake up to trade in Japan, the Japanese markets would have closed. Tax implications across multiple continents. Law of the land, providing protection to investors. Finding a broker dealing in markets you want to explore or dealing with multiple brokers. Regulatory headaches.","841    989
Name: query-id, dtype: int64",Why doesn't Graham consider gold as an investment?,
1705,"""Yes, your tax bracket is 25%.  However, that doesn't mean that your take home pay will be 75% of your salary.  There is much more that goes into figuring out what your take home pay will be. First, you have payroll taxes.  This is often listed on your pay stub as """"FICA.""""  The Social Security portion of this tax is 6.2% on the first $118,500 of your pay and the Medicare portion is another 1.45% on the first $200,000.  (Your employer also has to pay additional tax that does not appear on your stub.)  So 7.65% of your salary gets removed off the top. In addition to the federal income taxes that get withheld, you may also have state income taxes that get withheld.  The amount varies with each state. Also, the 25% tax bracket does not mean that your tax is 25% of your entire salary.  You step through the tax brackets as your income goes up.  So part of your salary is taxed at 10%, part at 15%, and the remainder is at 25%. The amount of federal income tax that is withheld from your paycheck is really a rough estimate of how much tax you actually owe.  There are lots of things that can reduce your tax liability (personal exemptions, deductions, credits) or increase your tax (investment income, penalties).  When you do your tax return, you calculate the actual tax that you owe, and you either get a refund if too much was taken out of your check, or you need to send more money in if too little was taken out.""","If I buy VUSA from one exchange, can I sell it in a different exchange, assuming my brokerage account lets me trade in both exchanges? Or is it somehow tied to the exchange I bought it from? This doesn't happen for all securities and between all stock exchanges. So that is dependent on broker and country. I checked for VUSA with Selftrade. They categorically refused allowing me to trade in VUSA in different exchanges. I can only buy and sell in same currency only, albeit sell(buy) in the same exchange where I buy(sell) from. Should be the same behaviour for all brokers for us mere mortals, if you are a bank or a millionaire than that might be a different question.  The VUSA you quote is quoted in GBP in LSE and in EUR in AEX, and the ETF has been created by an Irish entity and has an Irish ISIN.  As Chris mentioned below, happens between US and Canadian exchanges, but not sure it happens across all exchanges. You cannot deal in inter-listed stocks in LSE and NYSE. Since it's the same asset, its value should not vary across exchanges once you compensate for exchange rates, right? Yes, else it opens up itself for arbitrage (profit without any risk) which everybody wants. So even if any such instance occurs, either people will exploit it to make the arbitrage profit zero (security reflects the equilibrium price) or the profit from such transaction is so less, compared with the effort involved, that people will tend to ignore it. Anyways arbitrage profit is very difficult to garner nowadays, considering the super computers at work in the market who exploit these discrepancies, the moment they see them and bring the security right to the zero arbitrage profit point. If there's no currency risk because of #2, what other factors should I consider when choosing an exchange to trade in? Liquidity? Something else? Time difference, by the time you wake up to trade in Japan, the Japanese markets would have closed. Tax implications across multiple continents. Law of the land, providing protection to investors. Finding a broker dealing in markets you want to explore or dealing with multiple brokers. Regulatory headaches.","7598    4949
Name: query-id, dtype: int64",Tax brackets in the US,
1897,"Wire transfers normally run through either the Fedwire system or the Clearing House Interbank Payments System (CHIPS). The process generally works like this: You approach a bank or other financial institution and ask to transfer money. You give the bank a certain code, either an international bank account number or one of several other standards, which informs the bank where to send the money.  The bank sends a message through a system like Fedwire to the receiving bank, along with settlement instructions.  This is where the process can get a bit tricky. For the wire transfer to work, the banks must have reciprocal accounts with each other, or the sending bank must send the money to a bank that does have such an account with the receiver. If the sending bank sends the money to a third-party bank, the transaction is settled between them, and the money is then sent to the receiving bank from the third-party bank. This last transaction may be a wire transfer, ACH transfer, etc.  The Federal Reserve fits into this because many banks hold accounts for this purpose with the Federal Reserve. This allows them to use the Fed as the third-party bank referred to above. Interestingly enough, this is one of the significant ways in which the Fed makes a profit, because it, along with every other bank and routing agent in the process, collects a miniscule fee on this process.  You'll often find sources that state that Fedwire is only for transferring large transactions; while this is technically correct, it's important to understand that financial institutions don't settle every wire transfer or payment immediately. Although the orders are put in immediately, the financial institutions settle their transactions in bulk at the end of the business day, and even then they normally only settle the difference. So, if Chase owes Bank of America $1M, and Bank of America owes Chase $750K, they don't send these as two transactions; Chase simply credits BAC $250K.  You didn't specifically ask about ACH transfers, which as littleadv pointed out, are different from wire transfers, but since ACH transfers can often form a part of the whole process, I'll explain that process too. ACH is a payment processing system that works through the Federal Reserve system, among others. The Federal Reserve (through the Fedline and FedACH systems) is by far the largest payment processor.  The physical cash itself isn't transferred; in simple terms, the money is transferred through the ACH system between the accounts each bank maintains at the Federal Reserve.  Here is a simple example of how the process works (I'm summarizing the example from Wikipedia). Let's say that Bob has an account with Chase and wants to get his paycheck from his employer, Stack Exchange, directly deposited into this account. Assume that Stack Exchange uses Bank of America as their bank.  Bob, the receiver, fills out a direct deposit authorization form and gives it to his employer, called the originator. Once the originator has the authorization, they create an entry with an Originating Depository Financial Institution, which acts as a middleman between a payment processor (like the Federal Reserve) and the originator. The ODFI ensures that the transaction complies with the relevant regulations. In this example, Bank of America is the ODFI.  Bank of America (the ODFI) converts the transaction request into an ACH entry and submits it, through an ACH operator, to the Receiving Depository Financial Institution (RDFI), which in this case is Chase bank. Chase credits (deposits) the paycheck in Bob's account.  The Federal Reserve fits into all of this in several ways. Through systems like Fedline and FedACH, the Fed acts as an ACH operator, and the banks themselves also maintain accounts at the Federal Reserve, so it's the institution that actually performs the settling of accounts between banks.","Wire transfers normally run through either the Fedwire system or the Clearing House Interbank Payments System (CHIPS). The process generally works like this: You approach a bank or other financial institution and ask to transfer money. You give the bank a certain code, either an international bank account number or one of several other standards, which informs the bank where to send the money.  The bank sends a message through a system like Fedwire to the receiving bank, along with settlement instructions.  This is where the process can get a bit tricky. For the wire transfer to work, the banks must have reciprocal accounts with each other, or the sending bank must send the money to a bank that does have such an account with the receiver. If the sending bank sends the money to a third-party bank, the transaction is settled between them, and the money is then sent to the receiving bank from the third-party bank. This last transaction may be a wire transfer, ACH transfer, etc.  The Federal Reserve fits into this because many banks hold accounts for this purpose with the Federal Reserve. This allows them to use the Fed as the third-party bank referred to above. Interestingly enough, this is one of the significant ways in which the Fed makes a profit, because it, along with every other bank and routing agent in the process, collects a miniscule fee on this process.  You'll often find sources that state that Fedwire is only for transferring large transactions; while this is technically correct, it's important to understand that financial institutions don't settle every wire transfer or payment immediately. Although the orders are put in immediately, the financial institutions settle their transactions in bulk at the end of the business day, and even then they normally only settle the difference. So, if Chase owes Bank of America $1M, and Bank of America owes Chase $750K, they don't send these as two transactions; Chase simply credits BAC $250K.  You didn't specifically ask about ACH transfers, which as littleadv pointed out, are different from wire transfers, but since ACH transfers can often form a part of the whole process, I'll explain that process too. ACH is a payment processing system that works through the Federal Reserve system, among others. The Federal Reserve (through the Fedline and FedACH systems) is by far the largest payment processor.  The physical cash itself isn't transferred; in simple terms, the money is transferred through the ACH system between the accounts each bank maintains at the Federal Reserve.  Here is a simple example of how the process works (I'm summarizing the example from Wikipedia). Let's say that Bob has an account with Chase and wants to get his paycheck from his employer, Stack Exchange, directly deposited into this account. Assume that Stack Exchange uses Bank of America as their bank.  Bob, the receiver, fills out a direct deposit authorization form and gives it to his employer, called the originator. Once the originator has the authorization, they create an entry with an Originating Depository Financial Institution, which acts as a middleman between a payment processor (like the Federal Reserve) and the originator. The ODFI ensures that the transaction complies with the relevant regulations. In this example, Bank of America is the ODFI.  Bank of America (the ODFI) converts the transaction request into an ACH entry and submits it, through an ACH operator, to the Receiving Depository Financial Institution (RDFI), which in this case is Chase bank. Chase credits (deposits) the paycheck in Bob's account.  The Federal Reserve fits into all of this in several ways. Through systems like Fedline and FedACH, the Fed acts as an ACH operator, and the banks themselves also maintain accounts at the Federal Reserve, so it's the institution that actually performs the settling of accounts between banks.","5859    3931
Name: query-id, dtype: int64",How do wire transfers get settled?,
1937,"When I had a high-deductible healthcare plan, I used http://www.ehealthinsurance.com/ to do comparisons among the plans.  As far as comparing the costs of specific procedures across providers, I'm not aware of any good ways either.","Chinese suppliers can quote their price in CNY rather than USD (as has been typical), and thus avoid the exchange risk from US dollar volatility- the CNY has been generally appreciating so committing to receive payments in US dollars when their costs are in CNY means they are typically on the losing end of the equation and they have to pad their prices a bit.  Canadian importers will have to buy RMB (typically with CAD) to pay for their orders and Canadian exporters can take payment in RMB if they wish, or set prices in CAD. By avoiding the US dollar middleman the transactions are made less risky and incur less costs. Japan did this many decades ago (they, too, used to price their products in USD).  This is important in transactions of large amounts, not so much for the tiny amounts associated with tourism. Two-way annual trade between China and Canada is in excess of $70bn.  Of course Forex trading may greatly exceed the actual amounts required for trade- the world Forex market is at least an order of magnitude greater than size of real international trade. All that trading in currency and financial instruments means more jobs on Bay Street and more money flowing into a very vital part of the Canadian economy.  Recent article from the (liberal) Toronto Star here.","1873    1818
Name: query-id, dtype: int64",Tools for comparing costs between different healthcare providers?,
1962,"""You need a license/registration to be a """"conventional"""" financial planner.  But as long as your work is limited to budgets, and cash flow analysis, it may be more like accounting. In your shoes, I would consult the local CPA association about what you need (if anything) to do what you're doing.""","It depends on whether you want a career as a fund manager/ analyst or if you want to be an investor/ trader. A fund manager will have many constraints that a private investor doesn’t have, as they are managing other people’s money.  If they do invest their own money as well they usually would invest it differently from how they invest the fund's money. Many would just get someone else to invest their money for them, just as a surgeon would get another surgeon to operate on a family member. My suggestion to you is to find a job you like doing and build up your savings. Whilst you are building up your savings read some books. You said you don’t know much about the financial markets, then learn about them. Get yourself a working knowledge about both fundamental and technical analysis. Work out which method of analysis (if not both) suits you best and you would like to know more about. As you read you will get a better idea if you prefer to be a long term investor or a short term trader or somewhere in-between or a combination of various methods. Now you will start to get an idea of what type of books and areas of analysis you would like to concentrate on. Once you have a better idea of what you would like to do and have gained some knowledge, then you can develop your investment/trading plan and start paper trading. Once you are happy with you plan and your paper trading you can start trading with a small account balance (not more than $10,000 and preferably under $5,000). No matter how well you did with paper trading you will always do worse with real money at first due to your emotions being in it now. So always start off small. If you want to become good at something it takes time and a lot of hard work. You can’t go from knowing nothing to making a million dollars per year without putting in the hard yards first.","5858    3925
Name: query-id, dtype: int64","How can I help others plan their finances, without being a “conventional” financial planner?",
2018,"""As i see it, with a debit card, they   are taken kinda out of the game. They   are not lending money, it seems really   bad for them. Not exactly. It is true that they're not lending money, but they charge a hefty commission from the retailers for each swipe which is pure profit with almost no risk. One of the proposals considered (or maybe approved already, don't know) in Congress is to cap that hefty commission, which will really make the debit cards merely a service for the checking account holder, rather than a profit maker for the bank. On the other hand, it's   definitely good for individuals. I disagree with that. Debit cards are easier to use than checks, but they provide much less protection than credit cards. Here's what I had to say on this a while ago, and seems like the community agrees. But, why do we really need a credit   history to buy some of the more   expensive stuff Because the system is broken. It rewards people in debt by giving them more opportunities to get into even more debts, while people who owe nothing to noone cannot get a credit when they do need one. With the current system the potential creditor can only asses the risk of someone who has debt already, they have no way of assessing risks of someone with no debts. To me, all this credit card system   seems like an awfully nice way to make   loads of money, backed by governments   as well. Well, credit cards have nothing to do with it. It's the credit scores system that is broken. If we replace the """"card"""" with """"score"""" in your question - then yes, you're thinking correctly. That of course is true for the US, in other countries I have no knowledge on how the creditors assess the risks.""","That is your bill because the services were performed for you.   You still can negotiate with the doctor however.  Suggest that while you aren't willing to pay the full share, you will pay the negotiated amount he would have actually gotten from the insurance company (or some fraction thereof).  Doc did make a mistake, but you are very much liable for it.","4490    3279
Name: query-id, dtype: int64",Are Credit Cards a service to banks?,
2025,"""It's not usually apparent to the average consumer, but there's actually two stages to collecting a payment, and two ways to undo it.  The particular combination that occurs may lead to long refund times, on top of any human delays (like Ben Miller's answer addresses). When you pay with a credit card, it is typically only authorized - the issuing bank says """"I'm setting this money aside for this transaction"""", but no money actually changes hands.  You'll typically see this on your statement as a """"pending"""" charge.  Only later, in a process called """"settlement"""", does your bank actually send money to the merchant's bank.  Typically, this process starts the same day that the authorization happens (at close of business), but it may take a few days to complete.  In the case of an ecommerce transaction, the merchant may not be allowed to start it until they ship whatever you ordered. On the flip side, a given transaction can be voided off or money can be sent back to your card.  In the first case, the transaction will just disappear altogether; in the second, it may disappear or you may see both the payment and the refund on your statement.  Voids can be as fast as an authorization, but once a transaction has started settlement, it can't be voided any more.  Sending money back (a """"refund"""") goes through the same settlement process as above, and can take just as long. So, to specifically apply that to your question: You get the SMS when the transaction is authorized, even though no money has yet moved.  The refund money won't show up until several days after someone indicates that it should happen, and there's no """"reverse authorize"""" operation to let you or your bank know that it's coming.""","""It's not usually apparent to the average consumer, but there's actually two stages to collecting a payment, and two ways to undo it.  The particular combination that occurs may lead to long refund times, on top of any human delays (like Ben Miller's answer addresses). When you pay with a credit card, it is typically only authorized - the issuing bank says """"I'm setting this money aside for this transaction"""", but no money actually changes hands.  You'll typically see this on your statement as a """"pending"""" charge.  Only later, in a process called """"settlement"""", does your bank actually send money to the merchant's bank.  Typically, this process starts the same day that the authorization happens (at close of business), but it may take a few days to complete.  In the case of an ecommerce transaction, the merchant may not be allowed to start it until they ship whatever you ordered. On the flip side, a given transaction can be voided off or money can be sent back to your card.  In the first case, the transaction will just disappear altogether; in the second, it may disappear or you may see both the payment and the refund on your statement.  Voids can be as fast as an authorization, but once a transaction has started settlement, it can't be voided any more.  Sending money back (a """"refund"""") goes through the same settlement process as above, and can take just as long. So, to specifically apply that to your question: You get the SMS when the transaction is authorized, even though no money has yet moved.  The refund money won't show up until several days after someone indicates that it should happen, and there's no """"reverse authorize"""" operation to let you or your bank know that it's coming.""","5361    3685
Name: query-id, dtype: int64",Why does it take so long to refund to credit card?,
